zone,val,count
ANTC1HOF,5875.98444,1363
ANTC1HOF,5879.26528,1000
ANTC1HOF,5882.54612,987
ANTC1HOF,5885.82696,1361
ANTC1HOF,5889.1078,935
ANTC1HOF,5892.38864,944
ANTC1HOF,5895.66948,855
ANTC1HOF,5898.95032,1094
ANTC1HOF,5902.23116,828
ANTC1HOF,5905.512,786
ANTC1HOF,5908.79284,1183
ANTC1HOF,5912.0736799999995,913
ANTC1HOF,5915.35452,951
ANTC1HOF,5918.63536,1089
ANTC1HOF,5921.9162,1390
ANTC1HOF,5925.19704,1104
ANTC1HOF,5928.47788,1075
ANTC1HOF,5931.75872,1339
ANTC1HOF,5935.03956,920
ANTC1HOF,5938.3204,934
ANTC1HOF,5941.60124,895
ANTC1HOF,5944.88208,1181
ANTC1HOF,5948.16292,1001
ANTC1HOF,5951.44376,1084
ANTC1HOF,5954.7246,1577
ANTC1HOF,5958.00544,1317
ANTC1HOF,5961.28628,1611
ANTC1HOF,5964.56712,1425
ANTC1HOF,5967.84796,1814
ANTC1HOF,5971.1288,1248
ANTC1HOF,5974.40964,1192
ANTC1HOF,5977.69048,1039
ANTC1HOF,5980.97132,1401
ANTC1HOF,5984.25216,1100
ANTC1HOF,5987.533,1162
ANTC1HOF,5990.81384,1767
ANTC1HOF,5994.09468,1377
ANTC1HOF,5997.37552,1458
ANTC1HOF,6000.65636,1618
ANTC1HOF,6003.9372,1775
ANTC1HOF,6007.21804,1272
ANTC1HOF,6010.49888,1134
ANTC1HOF,6013.7797199999995,1445
ANTC1HOF,6017.06056,1074
ANTC1HOF,6020.3414,1052
ANTC1HOF,6023.62224,1042
ANTC1HOF,6026.90308,1506
ANTC1HOF,6030.18392,1308
ANTC1HOF,6033.46476,1643
ANTC1HOF,6036.7456,2502
ANTC1HOF,6040.02644,2726
ANTC1HOF,6043.30728,1999
ANTC1HOF,6046.58812,1692
ANTC1HOF,6049.86896,2034
ANTC1HOF,6053.1498,1457
ANTC1HOF,6056.43064,1306
ANTC1HOF,6059.71148,1181
ANTC1HOF,6062.99232,1636
ANTC1HOF,6066.27316,1311
ANTC1HOF,6069.554,1373
ANTC1HOF,6072.8348399999995,1992
ANTC1HOF,6076.11568,1573
ANTC1HOF,6079.39652,1694
ANTC1HOF,6082.67736,1717
ANTC1HOF,6085.9582,2227
ANTC1HOF,6089.23904,1497
ANTC1HOF,6092.51988,1360
ANTC1HOF,6095.80072,1607
ANTC1HOF,6099.08156,1242
ANTC1HOF,6102.3624,1240
ANTC1HOF,6105.64324,1259
ANTC1HOF,6108.92408,1845
ANTC1HOF,6112.20492,1582
ANTC1HOF,6115.48576,1999
ANTC1HOF,6118.7666,3999
ANTC1HOF,6122.04744,2945
ANTC1HOF,6125.32828,2295
ANTC1HOF,6128.60912,2166
ANTC1HOF,6131.8899599999995,2613
ANTC1HOF,6135.1708,1783
ANTC1HOF,6138.45164,1744
ANTC1HOF,6141.73248,2400
ANTC1HOF,6145.01332,1971
ANTC1HOF,6148.29416,2352
ANTC1HOF,6151.575,2663
ANTC1HOF,6154.85584,3991
ANTC1HOF,6158.13668,4124
ANTC1HOF,6161.41752,6445
ANTC1HOF,6164.69836,3575
ANTC1HOF,6167.9792,3585
ANTC1HOF,6171.26004,2223
ANTC1HOF,6174.54088,2041
ANTC1HOF,6177.82172,2398
ANTC1HOF,6181.10256,1708
ANTC1HOF,6184.3834,1812
ANTC1HOF,6187.66424,1996
ANTC1HOF,6190.9450799999995,3027
ANTC1HOF,6194.22592,2374
ANTC1HOF,6197.50676,2638
ANTC1HOF,6200.7876,3964
ANTC1HOF,6204.06844,2745
ANTC1HOF,6207.34928,2124
ANTC1HOF,6210.63012,1803
ANTC1HOF,6213.91096,2173
ANTC1HOF,6217.1918,1381
ANTC1HOF,6220.47264,1297
ANTC1HOF,6223.75348,1887
ANTC1HOF,6227.03432,1457
ANTC1HOF,6230.31516,1565
ANTC1HOF,6233.596,1608
ANTC1HOF,6236.87684,2323
ANTC1HOF,6240.15768,1771
ANTC1HOF,6243.43852,1752
ANTC1HOF,6246.71936,1610
ANTC1HOF,6250.0002,1943
ANTC1HOF,6253.28104,1310
ANTC1HOF,6256.56188,1187
ANTC1HOF,6259.84272,1477
ANTC1HOF,6263.12356,1124
ANTC1HOF,6266.4044,1168
ANTC1HOF,6269.68524,1220
ANTC1HOF,6272.96608,1770
ANTC1HOF,6276.24692,1463
ANTC1HOF,6279.52776,1537
ANTC1HOF,6282.8086,2045
ANTC1HOF,6286.08944,1431
ANTC1HOF,6289.37028,1341
ANTC1HOF,6292.6511199999995,1245
ANTC1HOF,6295.93196,1509
ANTC1HOF,6299.2128,1062
ANTC1HOF,6302.49364,1108
ANTC1HOF,6305.77448,1428
ANTC1HOF,6309.05532,1139
ANTC1HOF,6312.33616,1206
ANTC1HOF,6315.617,1293
ANTC1HOF,6318.89784,1832
ANTC1HOF,6322.17868,1395
ANTC1HOF,6325.45952,1346
ANTC1HOF,6328.74036,1663
ANTC1HOF,6332.0212,1219
ANTC1HOF,6335.30204,1055
ANTC1HOF,6338.58288,1003
ANTC1HOF,6341.86372,1313
ANTC1HOF,6345.14456,878
ANTC1HOF,6348.4254,1046
ANTC1HOF,6351.7062399999995,1046
ANTC1HOF,6354.98708,1484
ANTC1HOF,6358.26792,1135
ANTC1HOF,6361.54876,1222
ANTC1HOF,6364.8296,1577
ANTC1HOF,6368.11044,1108
ANTC1HOF,6371.39128,1081
ANTC1HOF,6374.67212,1017
ANTC1HOF,6377.95296,1211
ANTC1HOF,6381.2338,896
ANTC1HOF,6384.51464,864
ANTC1HOF,6387.79548,1229
ANTC1HOF,6391.07632,988
ANTC1HOF,6394.35716,998
ANTC1HOF,6397.638,1036
ANTC1HOF,6400.91884,1430
ANTC1HOF,6404.19968,1058
ANTC1HOF,6407.48052,1021
ANTC1HOF,6410.7613599999995,1357
ANTC1HOF,6414.0422,893
ANTC1HOF,6417.32304,865
ANTC1HOF,6420.60388,892
ANTC1HOF,6423.88472,1123
ANTC1HOF,6427.16556,925
ANTC1HOF,6430.4464,924
ANTC1HOF,6433.72724,1274
ANTC1HOF,6437.00808,975
ANTC1HOF,6440.28892,1069
ANTC1HOF,6443.56976,1044
ANTC1HOF,6446.8506,1359
ANTC1HOF,6450.13144,999
ANTC1HOF,6453.41228,948
ANTC1HOF,6456.69312,941
ANTC1HOF,6459.97396,1128
ANTC1HOF,6463.2548,867
ANTC1HOF,6466.53564,858
ANTC1HOF,6469.81648,1275
ANTC1HOF,6473.09732,992
ANTC1HOF,6476.37816,988
ANTC1HOF,6479.659,1087
ANTC1HOF,6482.93984,1386
ANTC1HOF,6486.22068,967
ANTC1HOF,6489.50152,954
ANTC1HOF,6492.78236,1297
ANTC1HOF,6496.0632,897
ANTC1HOF,6499.34404,849
ANTC1HOF,6502.62488,890
ANTC1HOF,6505.90572,1192
ANTC1HOF,6509.18656,926
ANTC1HOF,6512.4673999999995,1012
ANTC1HOF,6515.74824,1397
ANTC1HOF,6519.02908,1118
ANTC1HOF,6522.30992,1144
ANTC1HOF,6525.59076,1162
ANTC1HOF,6528.8716,1548
ANTC1HOF,6532.15244,1113
ANTC1HOF,6535.43328,1074
ANTC1HOF,6538.71412,1018
ANTC1HOF,6541.99496,1315
ANTC1HOF,6545.2758,1016
ANTC1HOF,6548.55664,1092
ANTC1HOF,6551.83748,1536
ANTC1HOF,6555.11832,1153
ANTC1HOF,6558.39916,1293
ANTC1HOF,6561.68,1272
ANTC1HOF,6564.96084,1666
ANTC1HOF,6568.24168,1248
ANTC1HOF,6571.5225199999995,1230
ANTC1HOF,6574.80336,1433
ANTC1HOF,6578.0842,946
ANTC1HOF,6581.36504,968
ANTC1HOF,6584.64588,948
ANTC1HOF,6587.92672,1295
ANTC1HOF,6591.20756,1057
ANTC1HOF,6594.4884,1085
ANTC1HOF,6597.76924,1478
ANTC1HOF,6601.05008,1138
ANTC1HOF,6604.33092,1112
ANTC1HOF,6607.61176,1154
ANTC1HOF,6610.8926,1429
ANTC1HOF,6614.17344,968
ANTC1HOF,6617.45428,949
ANTC1HOF,6620.73512,1232
ANTC1HOF,6624.01596,907
ANTC1HOF,6627.2968,912
ANTC1HOF,6630.5776399999995,993
ANTC1HOF,6633.85848,1320
ANTC1HOF,6637.13932,1069
ANTC1HOF,6640.42016,1017
ANTC1HOF,6643.701,1078
ANTC1HOF,6646.98184,1375
ANTC1HOF,6650.26268,1022
ANTC1HOF,6653.54352,965
ANTC1HOF,6656.82436,1256
ANTC1HOF,6660.1052,854
ANTC1HOF,6663.38604,871
ANTC1HOF,6666.66688,881
ANTC1HOF,6669.94772,1265
ANTC1HOF,6673.22856,974
ANTC1HOF,6676.5094,987
ANTC1HOF,6679.79024,1433
ANTC1HOF,6683.07108,1126
ANTC1HOF,6686.35192,1040
ANTC1HOF,6689.6327599999995,1106
ANTC1HOF,6692.9136,1345
ANTC1HOF,6696.19444,923
ANTC1HOF,6699.47528,882
ANTC1HOF,6702.75612,1095
ANTC1HOF,6706.03696,852
ANTC1HOF,6709.3178,882
ANTC1HOF,6712.59864,915
ANTC1HOF,6715.87948,1231
ANTC1HOF,6719.16032,935
ANTC1HOF,6722.44116,963
ANTC1HOF,6725.722,1324
ANTC1HOF,6729.00284,954
ANTC1HOF,6732.28368,891
ANTC1HOF,6735.56452,846
ANTC1HOF,6738.84536,1043
ANTC1HOF,6742.1262,715
ANTC1HOF,6745.40704,789
ANTC1HOF,6748.68788,755
ANTC1HOF,6751.96872,1048
ANTC1HOF,6755.24956,859
ANTC1HOF,6758.5304,874
ANTC1HOF,6761.81124,1163
ANTC1HOF,6765.09208,951
ANTC1HOF,6768.37292,878
ANTC1HOF,6771.65376,830
ANTC1HOF,6774.9346,1016
ANTC1HOF,6778.21544,721
ANTC1HOF,6781.49628,626
ANTC1HOF,6784.77712,921
ANTC1HOF,6788.05796,690
ANTC1HOF,6791.3387999999995,729
ANTC1HOF,6794.61964,746
ANTC1HOF,6797.90048,1039
ANTC1HOF,6801.18132,766
ANTC1HOF,6804.46216,809
ANTC1HOF,6807.743,1041
ANTC1HOF,6811.02384,753
ANTC1HOF,6814.30468,682
ANTC1HOF,6817.58552,695
ANTC1HOF,6820.86636,851
ANTC1HOF,6824.1472,623
ANTC1HOF,6827.42804,663
ANTC1HOF,6830.70888,650
ANTC1HOF,6833.98972,917
ANTC1HOF,6837.27056,692
ANTC1HOF,6840.5514,727
ANTC1HOF,6843.83224,978
ANTC1HOF,6847.11308,676
ANTC1HOF,6850.3939199999995,637
ANTC1HOF,6853.67476,628
ANTC1HOF,6856.9556,733
ANTC1HOF,6860.23644,569
ANTC1HOF,6863.51728,567
ANTC1HOF,6866.79812,755
ANTC1HOF,6870.07896,590
ANTC1HOF,6873.3598,593
ANTC1HOF,6876.64064,637
ANTC1HOF,6879.92148,874
ANTC1HOF,6883.20232,639
ANTC1HOF,6886.48316,593
ANTC1HOF,6889.764,837
ANTC1HOF,6893.04484,557
ANTC1HOF,6896.32568,594
ANTC1HOF,6899.60652,531
ANTC1HOF,6902.88736,740
ANTC1HOF,6906.1682,588
ANTC1HOF,6909.4490399999995,572
ANTC1HOF,6912.72988,791
ANTC1HOF,6916.01072,661
ANTC1HOF,6919.29156,691
ANTC1HOF,6922.5724,699
ANTC1HOF,6925.85324,862
ANTC1HOF,6929.13408,604
ANTC1HOF,6932.41492,585
ANTC1HOF,6935.69576,563
ANTC1HOF,6938.9766,735
ANTC1HOF,6942.25744,478
ANTC1HOF,6945.53828,506
ANTC1HOF,6948.81912,706
ANTC1HOF,6952.09996,549
ANTC1HOF,6955.3808,554
ANTC1HOF,6958.66164,554
ANTC1HOF,6961.94248,748
ANTC1HOF,6965.22332,564
ANTC1HOF,6968.5041599999995,550
ANTC1HOF,6971.785,741
ANTC1HOF,6975.06584,531
ANTC1HOF,6978.34668,502
ANTC1HOF,6981.62752,451
ANTC1HOF,6984.90836,658
ANTC1HOF,6988.1892,501
ANTC1HOF,6991.47004,517
ANTC1HOF,6994.75088,683
ANTC1HOF,6998.03172,552
ANTC1HOF,7001.31256,555
ANTC1HOF,7004.5934,522
ANTC1HOF,7007.87424,694
ANTC1HOF,7011.1550799999995,517
ANTC1HOF,7014.43592,482
ANTC1HOF,7017.71676,460
ANTC1HOF,7020.9976,599
ANTC1HOF,7024.27844,455
ANTC1HOF,7027.55928,491
ANTC1HOF,7030.84012,682
ANTC1HOF,7034.12096,516
ANTC1HOF,7037.4018,544
ANTC1HOF,7040.68264,563
ANTC1HOF,7043.96348,691
ANTC1HOF,7047.24432,530
ANTC1HOF,7050.52516,469
ANTC1HOF,7053.806,602
ANTC1HOF,7057.08684,445
ANTC1HOF,7060.36768,411
ANTC1HOF,7063.64852,410
ANTC1HOF,7066.92936,564
ANTC1HOF,7070.2101999999995,458
ANTC1HOF,7073.49104,457
ANTC1HOF,7076.77188,612
ANTC1HOF,7080.05272,480
ANTC1HOF,7083.33356,473
ANTC1HOF,7086.6144,483
ANTC1HOF,7089.89524,639
ANTC1HOF,7093.17608,425
ANTC1HOF,7096.45692,398
ANTC1HOF,7099.73776,504
ANTC1HOF,7103.0186,393
ANTC1HOF,7106.29944,372
ANTC1HOF,7109.58028,372
ANTC1HOF,7112.86112,543
ANTC1HOF,7116.14196,367
ANTC1HOF,7119.4228,404
ANTC1HOF,7122.70364,392
ANTC1HOF,7125.98448,520
ANTC1HOF,7129.2653199999995,350
ANTC1HOF,7132.54616,353
ANTC1HOF,7135.827,482
ANTC1HOF,7139.10784,320
ANTC1HOF,7142.38868,323
ANTC1HOF,7145.66952,331
ANTC1HOF,7148.95036,434
ANTC1HOF,7152.2312,359
ANTC1HOF,7155.51204,341
ANTC1HOF,7158.79288,466
ANTC1HOF,7162.07372,350
ANTC1HOF,7165.35456,367
ANTC1HOF,7168.6354,332
ANTC1HOF,7171.91624,480
ANTC1HOF,7175.19708,319
ANTC1HOF,7178.47792,339
ANTC1HOF,7181.75876,374
ANTC1HOF,7185.0396,304
ANTC1HOF,7188.3204399999995,295
ANTC1HOF,7191.60128,344
ANTC1HOF,7194.88212,380
ANTC1HOF,7198.16296,310
ANTC1HOF,7201.4438,309
ANTC1HOF,7204.72464,400
ANTC1HOF,7208.00548,282
ANTC1HOF,7211.28632,262
ANTC1HOF,7214.56716,266
ANTC1HOF,7217.848,352
ANTC1HOF,7221.12884,258
ANTC1HOF,7224.40968,238
ANTC1HOF,7227.69052,232
ANTC1HOF,7230.97136,334
ANTC1HOF,7234.2522,239
ANTC1HOF,7237.53304,247
ANTC1HOF,7240.81388,327
ANTC1HOF,7244.09472,216
ANTC1HOF,7247.37556,230
ANTC1HOF,7250.6564,229
ANTC1HOF,7253.93724,286
ANTC1HOF,7257.21808,220
ANTC1HOF,7260.49892,221
ANTC1HOF,7263.77976,307
ANTC1HOF,7267.0606,226
ANTC1HOF,7270.34144,203
ANTC1HOF,7273.62228,221
ANTC1HOF,7276.90312,266
ANTC1HOF,7280.18396,240
ANTC1HOF,7283.4648,205
ANTC1HOF,7286.74564,272
ANTC1HOF,7290.0264799999995,211
ANTC1HOF,7293.30732,206
ANTC1HOF,7296.58816,194
ANTC1HOF,7299.869,240
ANTC1HOF,7303.14984,195
ANTC1HOF,7306.43068,167
ANTC1HOF,7309.71152,175
ANTC1HOF,7312.99236,227
ANTC1HOF,7316.2732,192
ANTC1HOF,7319.55404,177
ANTC1HOF,7322.83488,262
ANTC1HOF,7326.11572,199
ANTC1HOF,7329.39656,168
ANTC1HOF,7332.6774,193
ANTC1HOF,7335.95824,226
ANTC1HOF,7339.23908,157
ANTC1HOF,7342.51992,156
ANTC1HOF,7345.80076,177
ANTC1HOF,7349.0815999999995,145
ANTC1HOF,7352.36244,121
ANTC1HOF,7355.64328,120
ANTC1HOF,7358.92412,176
ANTC1HOF,7362.20496,129
ANTC1HOF,7365.4858,138
ANTC1HOF,7368.76664,144
ANTC1HOF,7372.04748,156
ANTC1HOF,7375.32832,106
ANTC1HOF,7378.60916,102
ANTC1HOF,7381.89,144
ANTC1HOF,7385.17084,97
ANTC1HOF,7388.45168,109
ANTC1HOF,7391.73252,141
ANTC1HOF,7395.01336,109
ANTC1HOF,7398.2942,87
ANTC1HOF,7401.57504,99
ANTC1HOF,7404.85588,151
ANTC1HOF,7408.1367199999995,110
ANTC1HOF,7411.41756,95
ANTC1HOF,7414.6984,97
ANTC1HOF,7417.97924,122
ANTC1HOF,7421.26008,111
ANTC1HOF,7424.54092,91
ANTC1HOF,7427.82176,102
ANTC1HOF,7431.1026,106
ANTC1HOF,7434.38344,86
ANTC1HOF,7437.66428,109
ANTC1HOF,7440.94512,138
ANTC1HOF,7444.22596,102
ANTC1HOF,7447.5068,93
ANTC1HOF,7450.78764,111
ANTC1HOF,7454.06848,84
ANTC1HOF,7457.34932,88
ANTC1HOF,7460.63016,87
ANTC1HOF,7463.911,93
ANTC1HOF,7467.1918399999995,74
ANTC1HOF,7470.47268,88
ANTC1HOF,7473.75352,96
ANTC1HOF,7477.03436,59
ANTC1HOF,7480.3152,73
ANTC1HOF,7483.59604,78
ANTC1HOF,7486.87688,112
ANTC1HOF,7490.15772,58
ANTC1HOF,7493.43856,73
ANTC1HOF,7496.7194,59
ANTC1HOF,7500.00024,93
ANTC1HOF,7503.28108,60
ANTC1HOF,7506.56192,66
ANTC1HOF,7509.8427599999995,86
ANTC1HOF,7513.1236,63
ANTC1HOF,7516.40444,74
ANTC1HOF,7519.68528,58
ANTC1HOF,7522.96612,74
ANTC1HOF,7526.24696,83
ANTC1HOF,7529.5278,88
ANTC1HOF,7532.80864,119
ANTC1HOF,7536.08948,69
ANTC1HOF,7539.37032,58
ANTC1HOF,7542.65116,55
ANTC1HOF,7545.932,73
ANTC1HOF,7549.21284,47
ANTC1HOF,7552.49368,50
ANTC1HOF,7555.77452,71
ANTC1HOF,7559.05536,53
ANTC1HOF,7562.3362,62
ANTC1HOF,7565.61704,55
ANTC1HOF,7568.8978799999995,67
ANTC1HOF,7572.17872,44
ANTC1HOF,7575.45956,54
ANTC1HOF,7578.7404,50
ANTC1HOF,7582.02124,53
ANTC1HOF,7585.30208,43
ANTC1HOF,7588.58292,45
ANTC1HOF,7591.86376,65
ANTC1HOF,7595.1446,33
ANTC1HOF,7598.42544,33
ANTC1HOF,7601.70628,60
ANTC1HOF,7604.98712,38
