zone,val,count
CEGC1LUF,8454.72468,14
CEGC1LUF,8458.00552,5
CEGC1LUF,8461.28636,4
CEGC1LUF,8464.5672,12
CEGC1LUF,8467.84804,20
CEGC1LUF,8471.12888,5
CEGC1LUF,8474.40972,9
CEGC1LUF,8477.69056,12
CEGC1LUF,8480.9714,16
CEGC1LUF,8484.25224,13
CEGC1LUF,8487.53308,5
CEGC1LUF,8490.81392,13
CEGC1LUF,8494.09476,8
CEGC1LUF,8497.3756,5
CEGC1LUF,8500.65644,11
CEGC1LUF,8503.93728,9
CEGC1LUF,8507.21812,8
CEGC1LUF,8510.49896,8
CEGC1LUF,8513.7798,9
CEGC1LUF,8517.06064,7
CEGC1LUF,8520.34148,7
CEGC1LUF,8523.62232,7
CEGC1LUF,8526.90316,12
CEGC1LUF,8530.184,8
CEGC1LUF,8533.46484,5
CEGC1LUF,8536.74568,11
CEGC1LUF,8540.02652,9
CEGC1LUF,8543.30736,4
CEGC1LUF,8546.5882,8
CEGC1LUF,8549.86904,7
CEGC1LUF,8553.14988,7
CEGC1LUF,8556.43072,5
CEGC1LUF,8559.71156,6
CEGC1LUF,8562.9924,9
CEGC1LUF,8566.27324,8
CEGC1LUF,8569.55408,7
CEGC1LUF,8572.83492,11
CEGC1LUF,8576.11576,7
CEGC1LUF,8579.3966,3
CEGC1LUF,8582.67744,3
CEGC1LUF,8585.95828,6
CEGC1LUF,8589.23912,3
CEGC1LUF,8592.51996,5
CEGC1LUF,8595.800799999999,3
CEGC1LUF,8599.08164,4
CEGC1LUF,8602.36248,6
CEGC1LUF,8605.64332,5
CEGC1LUF,8608.92416,7
CEGC1LUF,8612.205,5
CEGC1LUF,8615.48584,5
CEGC1LUF,8618.76668,3
CEGC1LUF,8622.04752,5
CEGC1LUF,8625.32836,5
CEGC1LUF,8628.6092,2
CEGC1LUF,8631.89004,5
CEGC1LUF,8635.17088,4
CEGC1LUF,8638.45172,6
CEGC1LUF,8641.73256,7
CEGC1LUF,8645.0134,3
CEGC1LUF,8648.29424,1
CEGC1LUF,8651.57508,2
CEGC1LUF,8654.85592,3
CEGC1LUF,8658.13676,2
CEGC1LUF,8661.4176,2
CEGC1LUF,8667.97928,7
CEGC1LUF,8671.26012,3
CEGC1LUF,8674.54096,2
CEGC1LUF,8677.8218,7
CEGC1LUF,8681.10264,4
CEGC1LUF,8684.38348,2
CEGC1LUF,8687.66432,6
CEGC1LUF,8690.94516,5
CEGC1LUF,8694.226,3
CEGC1LUF,8697.50684,2
CEGC1LUF,8700.78768,6
CEGC1LUF,8704.06852,3
CEGC1LUF,8707.34936,4
CEGC1LUF,8710.6302,4
CEGC1LUF,8713.911039999999,3
CEGC1LUF,8717.19188,2
CEGC1LUF,8720.47272,1
CEGC1LUF,8723.75356,5
CEGC1LUF,8727.0344,3
CEGC1LUF,8730.31524,5
CEGC1LUF,8733.59608,4
CEGC1LUF,8736.87692,3
CEGC1LUF,8740.15776,2
CEGC1LUF,8743.4386,2
CEGC1LUF,8746.71944,1
CEGC1LUF,8750.00028,7
CEGC1LUF,8753.28112,5
CEGC1LUF,8756.5619599999991,2
CEGC1LUF,8759.8428,4
CEGC1LUF,8763.12364,2
CEGC1LUF,8766.40448,3
CEGC1LUF,8769.68532,3
CEGC1LUF,8772.96616,2
CEGC1LUF,8776.247,5
CEGC1LUF,8782.80868,4
CEGC1LUF,8786.08952,3
CEGC1LUF,8795.93204,3
CEGC1LUF,8799.21288,3
CEGC1LUF,8802.49372,1
CEGC1LUF,8805.77456,4
CEGC1LUF,8809.0554,3
CEGC1LUF,8812.33624,4
CEGC1LUF,8815.61708,2
CEGC1LUF,8818.89792,5
CEGC1LUF,8822.17876,3
CEGC1LUF,8828.74044,4
CEGC1LUF,8832.02128,3
CEGC1LUF,8835.30212,4
CEGC1LUF,8838.58296,2
CEGC1LUF,8841.8638,3
CEGC1LUF,8845.14464,1
CEGC1LUF,8848.42548,1
CEGC1LUF,8851.70632,1
CEGC1LUF,8854.98716,1
CEGC1LUF,8858.268,1
CEGC1LUF,8861.54884,1
CEGC1LUF,8864.82968,3
CEGC1LUF,8868.11052,1
CEGC1LUF,8871.39136,1
CEGC1LUF,8877.95304,1
CEGC1LUF,8884.51472,1
CTIC1HOF,78.74016,389
CTIC1HOF,82.021,2524
CTIC1HOF,85.30184,3514
CTIC1HOF,88.58268,6521
CTIC1HOF,91.86352,33948
CTIC1HOF,95.14436,13897
CTIC1HOF,98.4252,13962
CTIC1HOF,101.70604,23073
CTIC1HOF,104.98688,14860
CTIC1HOF,108.26772,11927
CTIC1HOF,111.54856,15035
CTIC1HOF,114.82939999999999,11218
CTIC1HOF,118.11024,8027
CTIC1HOF,121.39108,8405
CTIC1HOF,124.67192,6349
CTIC1HOF,127.95276,7544
CTIC1HOF,131.2336,5727
CTIC1HOF,134.51444,4764
CTIC1HOF,137.79528,6239
CTIC1HOF,141.07612,4866
CTIC1HOF,144.35696,4019
CTIC1HOF,147.6378,3667
CTIC1HOF,150.91864,5088
CTIC1HOF,154.19948,3469
CTIC1HOF,157.48032,3458
CTIC1HOF,160.76116,4996
CTIC1HOF,164.042,3259
CTIC1HOF,167.32283999999999,2953
CTIC1HOF,170.60368,3188
CTIC1HOF,173.88452,4283
CTIC1HOF,177.16536,3044
CTIC1HOF,180.4462,3247
CTIC1HOF,183.72704,3447
CTIC1HOF,187.00788,2172
CTIC1HOF,190.28872,1942
CTIC1HOF,193.56956,2029
CTIC1HOF,196.8504,3127
CTIC1HOF,200.13124,2936
CTIC1HOF,203.41208,2694
CTIC1HOF,206.69292,2263
CTIC1HOF,209.97376,2357
CTIC1HOF,213.2546,1767
CTIC1HOF,216.53544,2127
CTIC1HOF,219.81628,3276
CTIC1HOF,223.09712,2334
CTIC1HOF,226.37796,1899
CTIC1HOF,229.65879999999999,1532
CTIC1HOF,232.93964,2016
CTIC1HOF,236.22048,1786
CTIC1HOF,239.50132,2012
CTIC1HOF,242.78216,2585
CTIC1HOF,246.063,1601
CTIC1HOF,249.34384,1472
CTIC1HOF,252.62468,1353
CTIC1HOF,255.90552,2254
CTIC1HOF,259.18636,1944
CTIC1HOF,262.4672,1792
CTIC1HOF,265.74804,2034
CTIC1HOF,269.02888,1312
CTIC1HOF,272.30971999999997,1322
CTIC1HOF,275.59056,1476
CTIC1HOF,278.8714,2256
CTIC1HOF,282.15224,1673
CTIC1HOF,285.43308,1506
CTIC1HOF,288.71392,1266
CTIC1HOF,291.99476,1602
CTIC1HOF,295.2756,1383
CTIC1HOF,298.55644,1461
CTIC1HOF,301.83728,2090
CTIC1HOF,305.11812,1374
CTIC1HOF,308.39896,1153
CTIC1HOF,311.6798,1127
CTIC1HOF,314.96064,1552
CTIC1HOF,318.24148,1266
CTIC1HOF,321.52232,1339
CTIC1HOF,324.80316,1609
CTIC1HOF,328.084,1006
CTIC1HOF,331.36484,922
CTIC1HOF,334.64567999999997,981
CTIC1HOF,337.92652,1423
CTIC1HOF,341.20736,1072
CTIC1HOF,344.4882,1023
CTIC1HOF,347.76904,1126
CTIC1HOF,351.04988,759
CTIC1HOF,354.33072,838
CTIC1HOF,357.61156,946
CTIC1HOF,360.8924,1280
CTIC1HOF,364.17324,979
CTIC1HOF,367.45408,820
CTIC1HOF,370.73492,979
CTIC1HOF,374.01576,725
CTIC1HOF,377.2966,865
CTIC1HOF,380.57744,817
CTIC1HOF,383.85828,1099
CTIC1HOF,387.13912,748
CTIC1HOF,390.41996,626
CTIC1HOF,393.7008,653
CTIC1HOF,396.98163999999997,920
CTIC1HOF,400.26248,728
CTIC1HOF,403.54332,722
CTIC1HOF,406.82416,870
CTIC1HOF,410.105,556
CTIC1HOF,413.38584,577
CTIC1HOF,416.66668,614
CTIC1HOF,419.94752,810
CTIC1HOF,423.22836,648
CTIC1HOF,426.5092,505
CTIC1HOF,429.79004,596
CTIC1HOF,433.07088,426
CTIC1HOF,436.35172,502
CTIC1HOF,439.63256,502
CTIC1HOF,442.9134,659
CTIC1HOF,446.19424,449
CTIC1HOF,449.47508,377
CTIC1HOF,452.75592,479
CTIC1HOF,456.03676,376
CTIC1HOF,459.31759999999997,419
CTIC1HOF,462.59844,393
CTIC1HOF,465.87928,518
CTIC1HOF,469.16012,329
CTIC1HOF,472.44096,343
CTIC1HOF,475.7218,510
CTIC1HOF,479.00264,399
CTIC1HOF,482.28348,397
CTIC1HOF,485.56432,389
CTIC1HOF,488.84516,472
CTIC1HOF,492.126,365
CTIC1HOF,495.40684,394
CTIC1HOF,498.68768,406
CTIC1HOF,501.96852,550
CTIC1HOF,505.24936,434
CTIC1HOF,508.5302,368
CTIC1HOF,511.81104,463
CTIC1HOF,515.09188,383
CTIC1HOF,518.37272,371
CTIC1HOF,521.65356,410
CTIC1HOF,524.9344,539
CTIC1HOF,528.21524,374
CTIC1HOF,531.49608,335
CTIC1HOF,534.77692,494
CTIC1HOF,538.05776,395
CTIC1HOF,541.3386,382
CTIC1HOF,544.6194399999999,361
CTIC1HOF,547.90028,446
CTIC1HOF,551.18112,364
CTIC1HOF,554.46196,310
CTIC1HOF,557.7428,509
CTIC1HOF,561.02364,365
CTIC1HOF,564.30448,407
CTIC1HOF,567.58532,353
CTIC1HOF,570.86616,454
CTIC1HOF,574.147,357
CTIC1HOF,577.42784,342
CTIC1HOF,580.70868,385
CTIC1HOF,583.98952,491
CTIC1HOF,587.27036,364
CTIC1HOF,590.5512,323
CTIC1HOF,593.83204,450
CTIC1HOF,597.11288,363
CTIC1HOF,600.39372,336
CTIC1HOF,603.67456,346
CTIC1HOF,606.9553999999999,416
CTIC1HOF,610.23624,279
CTIC1HOF,613.51708,290
CTIC1HOF,616.79792,430
CTIC1HOF,620.07876,344
CTIC1HOF,623.3596,351
CTIC1HOF,626.64044,330
CTIC1HOF,629.92128,405
CTIC1HOF,633.20212,345
CTIC1HOF,636.48296,347
CTIC1HOF,639.7638,477
CTIC1HOF,643.04464,351
CTIC1HOF,646.32548,347
CTIC1HOF,649.60632,296
CTIC1HOF,652.88716,415
CTIC1HOF,656.168,307
CTIC1HOF,659.44884,359
CTIC1HOF,662.72968,481
CTIC1HOF,666.01052,357
CTIC1HOF,669.2913599999999,333
CTIC1HOF,672.5722,334
CTIC1HOF,675.85304,424
CTIC1HOF,679.13388,379
CTIC1HOF,682.41472,369
CTIC1HOF,685.69556,340
CTIC1HOF,688.9764,424
CTIC1HOF,692.25724,275
CTIC1HOF,695.53808,310
CTIC1HOF,698.81892,427
CTIC1HOF,702.09976,315
CTIC1HOF,705.3806,331
CTIC1HOF,708.66144,300
CTIC1HOF,711.94228,381
CTIC1HOF,715.22312,316
CTIC1HOF,718.50396,348
CTIC1HOF,721.7848,448
CTIC1HOF,725.06564,366
CTIC1HOF,728.34648,314
CTIC1HOF,731.6273199999999,308
CTIC1HOF,734.90816,416
CTIC1HOF,738.189,332
CTIC1HOF,741.46984,338
CTIC1HOF,744.75068,473
CTIC1HOF,748.03152,336
CTIC1HOF,751.31236,318
CTIC1HOF,754.5932,318
CTIC1HOF,757.87404,465
CTIC1HOF,761.15488,356
CTIC1HOF,764.43572,323
CTIC1HOF,767.71656,317
CTIC1HOF,770.9974,432
CTIC1HOF,774.27824,281
CTIC1HOF,777.55908,310
CTIC1HOF,780.83992,439
CTIC1HOF,784.12076,315
CTIC1HOF,787.4016,336
CTIC1HOF,790.68244,340
CTIC1HOF,793.9632799999999,453
CTIC1HOF,797.24412,359
CTIC1HOF,800.52496,392
CTIC1HOF,803.8058,478
CTIC1HOF,807.08664,285
CTIC1HOF,810.36748,279
CTIC1HOF,813.64832,290
CTIC1HOF,816.92916,408
CTIC1HOF,820.21,301
CTIC1HOF,823.49084,325
CTIC1HOF,826.77168,392
CTIC1HOF,830.05252,268
CTIC1HOF,833.33336,283
CTIC1HOF,836.6142,316
CTIC1HOF,839.89504,523
CTIC1HOF,843.17588,423
CTIC1HOF,846.45672,363
CTIC1HOF,849.73756,425
CTIC1HOF,853.0184,286
CTIC1HOF,856.2992399999999,292
CTIC1HOF,859.58008,320
CTIC1HOF,862.86092,455
CTIC1HOF,866.14176,328
CTIC1HOF,869.4226,302
CTIC1HOF,872.70344,319
CTIC1HOF,875.98428,471
CTIC1HOF,879.26512,409
CTIC1HOF,882.54596,454
CTIC1HOF,885.8268,534
CTIC1HOF,889.10764,358
CTIC1HOF,892.38848,322
CTIC1HOF,895.66932,341
CTIC1HOF,898.95016,446
CTIC1HOF,902.231,307
CTIC1HOF,905.51184,316
CTIC1HOF,908.79268,390
CTIC1HOF,912.07352,319
CTIC1HOF,915.35436,313
CTIC1HOF,918.6351999999999,382
CTIC1HOF,921.91604,459
CTIC1HOF,925.19688,318
CTIC1HOF,928.47772,327
CTIC1HOF,931.75856,454
CTIC1HOF,935.0394,330
CTIC1HOF,938.32024,302
CTIC1HOF,941.60108,314
CTIC1HOF,944.88192,388
CTIC1HOF,948.16276,278
CTIC1HOF,951.4436,278
CTIC1HOF,954.72444,402
CTIC1HOF,958.00528,326
CTIC1HOF,961.28612,356
CTIC1HOF,964.56696,295
CTIC1HOF,967.8478,365
CTIC1HOF,971.12864,249
CTIC1HOF,974.40948,235
CTIC1HOF,977.69032,260
CTIC1HOF,980.9711599999999,392
CTIC1HOF,984.252,287
CTIC1HOF,987.53284,250
CTIC1HOF,990.81368,335
CTIC1HOF,994.09452,224
CTIC1HOF,997.37536,290
CTIC1HOF,1000.6562,290
CTIC1HOF,1003.93704,343
CTIC1HOF,1007.21788,273
CTIC1HOF,1010.49872,240
CTIC1HOF,1013.77956,308
CTIC1HOF,1017.0604,198
CTIC1HOF,1020.34124,241
CTIC1HOF,1023.62208,234
CTIC1HOF,1026.90292,326
CTIC1HOF,1030.18376,219
CTIC1HOF,1033.4646,266
CTIC1HOF,1036.74544,318
CTIC1HOF,1040.02628,291
CTIC1HOF,1043.30712,265
CTIC1HOF,1046.58796,272
CTIC1HOF,1049.8688,309
CTIC1HOF,1053.14964,203
CTIC1HOF,1056.43048,178
CTIC1HOF,1059.71132,166
CTIC1HOF,1062.99216,243
CTIC1HOF,1066.273,165
CTIC1HOF,1069.55384,165
CTIC1HOF,1072.83468,238
CTIC1HOF,1076.11552,186
CTIC1HOF,1079.39636,174
CTIC1HOF,1082.6772,215
CTIC1HOF,1085.95804,287
CTIC1HOF,1089.2388799999999,201
CTIC1HOF,1092.51972,190
CTIC1HOF,1095.80056,240
CTIC1HOF,1099.0814,175
CTIC1HOF,1102.36224,159
CTIC1HOF,1105.64308,163
CTIC1HOF,1108.92392,226
CTIC1HOF,1112.20476,170
CTIC1HOF,1115.4856,209
CTIC1HOF,1118.76644,263
CTIC1HOF,1122.04728,215
CTIC1HOF,1125.32812,197
CTIC1HOF,1128.60896,206
CTIC1HOF,1131.8898,379
CTIC1HOF,1135.17064,224
CTIC1HOF,1138.45148,220
CTIC1HOF,1141.73232,261
CTIC1HOF,1145.01316,180
CTIC1HOF,1148.294,189
CTIC1HOF,1151.57484,193
CTIC1HOF,1154.85568,266
CTIC1HOF,1158.13652,217
CTIC1HOF,1161.41736,228
CTIC1HOF,1164.6982,204
CTIC1HOF,1167.97904,227
CTIC1HOF,1171.25988,163
CTIC1HOF,1174.54072,154
CTIC1HOF,1177.82156,190
CTIC1HOF,1181.1024,138
CTIC1HOF,1184.38324,176
CTIC1HOF,1187.66408,148
CTIC1HOF,1190.94492,214
CTIC1HOF,1194.22576,158
CTIC1HOF,1197.5066,183
CTIC1HOF,1200.78744,244
CTIC1HOF,1204.06828,175
CTIC1HOF,1207.34912,154
CTIC1HOF,1210.62996,135
CTIC1HOF,1213.9107999999999,198
CTIC1HOF,1217.19164,133
CTIC1HOF,1220.47248,138
CTIC1HOF,1223.75332,186
CTIC1HOF,1227.03416,139
CTIC1HOF,1230.315,138
CTIC1HOF,1233.59584,166
CTIC1HOF,1236.87668,217
CTIC1HOF,1240.15752,182
CTIC1HOF,1243.43836,151
CTIC1HOF,1246.7192,165
CTIC1HOF,1250.00004,191
CTIC1HOF,1253.28088,128
CTIC1HOF,1256.56172,147
CTIC1HOF,1259.84256,164
CTIC1HOF,1263.1234,132
CTIC1HOF,1266.40424,152
CTIC1HOF,1269.68508,116
CTIC1HOF,1272.96592,192
CTIC1HOF,1276.24676,142
CTIC1HOF,1279.5276,156
CTIC1HOF,1282.80844,198
CTIC1HOF,1286.08928,133
CTIC1HOF,1289.37012,122
CTIC1HOF,1292.65096,113
CTIC1HOF,1295.9318,147
CTIC1HOF,1299.21264,118
CTIC1HOF,1302.49348,104
CTIC1HOF,1305.77432,170
CTIC1HOF,1309.05516,110
CTIC1HOF,1312.336,121
CTIC1HOF,1315.61684,146
CTIC1HOF,1318.89768,197
CTIC1HOF,1322.17852,156
CTIC1HOF,1325.45936,177
CTIC1HOF,1328.7402,209
CTIC1HOF,1332.02104,153
CTIC1HOF,1335.30188,166
CTIC1HOF,1338.5827199999999,130
CTIC1HOF,1341.86356,228
CTIC1HOF,1345.1444,157
CTIC1HOF,1348.42524,146
CTIC1HOF,1351.70608,153
CTIC1HOF,1354.98692,205
CTIC1HOF,1358.26776,157
CTIC1HOF,1361.5486,160
CTIC1HOF,1364.82944,188
CTIC1HOF,1368.11028,125
CTIC1HOF,1371.39112,94
CTIC1HOF,1374.67196,119
CTIC1HOF,1377.9528,148
CTIC1HOF,1381.23364,93
CTIC1HOF,1384.51448,112
CTIC1HOF,1387.79532,154
CTIC1HOF,1391.07616,125
CTIC1HOF,1394.357,137
CTIC1HOF,1397.63784,110
CTIC1HOF,1400.91868,159
CTIC1HOF,1404.19952,111
CTIC1HOF,1407.48036,108
CTIC1HOF,1410.7612,138
CTIC1HOF,1414.04204,91
CTIC1HOF,1417.32288,88
CTIC1HOF,1420.60372,104
CTIC1HOF,1423.88456,139
CTIC1HOF,1427.1654,91
CTIC1HOF,1430.44624,108
CTIC1HOF,1433.72708,155
CTIC1HOF,1437.00792,135
CTIC1HOF,1440.28876,137
CTIC1HOF,1443.5696,114
CTIC1HOF,1446.85044,159
CTIC1HOF,1450.13128,122
CTIC1HOF,1453.41212,109
CTIC1HOF,1456.69296,111
CTIC1HOF,1459.9738,117
CTIC1HOF,1463.2546399999999,77
CTIC1HOF,1466.53548,96
CTIC1HOF,1469.81632,112
CTIC1HOF,1473.09716,117
CTIC1HOF,1476.378,100
CTIC1HOF,1479.65884,110
CTIC1HOF,1482.93968,122
CTIC1HOF,1486.22052,106
CTIC1HOF,1489.50136,100
CTIC1HOF,1492.7822,103
CTIC1HOF,1496.06304,67
CTIC1HOF,1499.34388,66
CTIC1HOF,1502.62472,72
CTIC1HOF,1505.90556,79
CTIC1HOF,1509.1864,72
CTIC1HOF,1512.46724,89
CTIC1HOF,1515.74808,89
CTIC1HOF,1519.02892,79
CTIC1HOF,1522.30976,83
CTIC1HOF,1525.5906,89
CTIC1HOF,1528.87144,104
CTIC1HOF,1532.15228,57
CTIC1HOF,1535.43312,62
CTIC1HOF,1538.71396,64
CTIC1HOF,1541.9948,86
CTIC1HOF,1545.27564,63
CTIC1HOF,1548.55648,66
CTIC1HOF,1551.83732,79
CTIC1HOF,1555.11816,75
CTIC1HOF,1558.399,95
CTIC1HOF,1561.67984,86
CTIC1HOF,1564.96068,143
CTIC1HOF,1568.24152,109
CTIC1HOF,1571.52236,91
CTIC1HOF,1574.8032,114
CTIC1HOF,1578.08404,83
CTIC1HOF,1581.36488,74
CTIC1HOF,1584.64572,84
CTIC1HOF,1587.9265599999999,110
CTIC1HOF,1591.2074,89
CTIC1HOF,1594.48824,99
CTIC1HOF,1597.76908,142
CTIC1HOF,1601.04992,81
CTIC1HOF,1604.33076,83
CTIC1HOF,1607.6116,71
CTIC1HOF,1610.89244,94
CTIC1HOF,1614.17328,64
CTIC1HOF,1617.45412,46
CTIC1HOF,1620.73496,82
CTIC1HOF,1624.0158,50
CTIC1HOF,1627.29664,51
CTIC1HOF,1630.57748,64
CTIC1HOF,1633.85832,102
CTIC1HOF,1637.13916,70
CTIC1HOF,1640.42,64
CTIC1HOF,1643.70084,88
CTIC1HOF,1646.98168,108
CTIC1HOF,1650.26252,68
CTIC1HOF,1653.54336,55
CTIC1HOF,1656.8242,72
CTIC1HOF,1660.10504,65
CTIC1HOF,1663.38588,53
CTIC1HOF,1666.66672,51
CTIC1HOF,1669.94756,82
CTIC1HOF,1673.2284,76
CTIC1HOF,1676.50924,70
CTIC1HOF,1679.79008,112
CTIC1HOF,1683.07092,90
CTIC1HOF,1686.35176,89
CTIC1HOF,1689.6326,80
CTIC1HOF,1692.91344,97
CTIC1HOF,1696.19428,58
CTIC1HOF,1699.47512,63
CTIC1HOF,1702.75596,76
CTIC1HOF,1706.0368,60
CTIC1HOF,1709.31764,68
CTIC1HOF,1712.5984799999999,83
CTIC1HOF,1715.87932,122
CTIC1HOF,1719.16016,96
CTIC1HOF,1722.441,98
CTIC1HOF,1725.72184,130
CTIC1HOF,1729.00268,83
CTIC1HOF,1732.28352,69
CTIC1HOF,1735.56436,61
CTIC1HOF,1738.8452,56
CTIC1HOF,1742.1260399999999,54
CTIC1HOF,1745.40688,49
CTIC1HOF,1748.68772,52
CTIC1HOF,1751.96856,88
CTIC1HOF,1755.2494,56
CTIC1HOF,1758.53024,67
CTIC1HOF,1761.81108,102
CTIC1HOF,1765.09192,71
CTIC1HOF,1768.37276,69
CTIC1HOF,1771.6536,44
CTIC1HOF,1774.93444,62
CTIC1HOF,1778.21528,43
CTIC1HOF,1781.49612,30
CTIC1HOF,1784.77696,54
CTIC1HOF,1788.0578,41
CTIC1HOF,1791.33864,44
CTIC1HOF,1794.61948,45
CTIC1HOF,1797.90032,83
CTIC1HOF,1801.18116,48
CTIC1HOF,1804.462,41
CTIC1HOF,1807.74284,65
CTIC1HOF,1811.02368,37
CTIC1HOF,1814.30452,42
CTIC1HOF,1817.58536,38
CTIC1HOF,1820.8662,59
CTIC1HOF,1824.14704,30
CTIC1HOF,1827.42788,41
CTIC1HOF,1830.70872,46
CTIC1HOF,1833.98956,68
CTIC1HOF,1837.2703999999999,38
CTIC1HOF,1840.55124,49
CTIC1HOF,1843.83208,82
CTIC1HOF,1847.11292,55
CTIC1HOF,1850.39376,46
CTIC1HOF,1853.6746,43
CTIC1HOF,1856.95544,52
CTIC1HOF,1860.23628,43
CTIC1HOF,1863.51712,31
CTIC1HOF,1866.7979599999999,35
CTIC1HOF,1870.0788,31
CTIC1HOF,1873.35964,45
CTIC1HOF,1876.64048,30
CTIC1HOF,1879.92132,60
CTIC1HOF,1883.20216,31
CTIC1HOF,1886.483,35
CTIC1HOF,1889.76384,42
CTIC1HOF,1893.04468,39
CTIC1HOF,1896.32552,35
CTIC1HOF,1899.60636,32
CTIC1HOF,1902.8872,34
CTIC1HOF,1906.16804,23
CTIC1HOF,1909.44888,44
CTIC1HOF,1912.72972,57
CTIC1HOF,1916.01056,33
CTIC1HOF,1919.2914,44
CTIC1HOF,1922.57224,50
CTIC1HOF,1925.85308,63
CTIC1HOF,1929.13392,56
CTIC1HOF,1932.41476,42
CTIC1HOF,1935.6956,33
CTIC1HOF,1938.97644,52
CTIC1HOF,1942.25728,40
CTIC1HOF,1945.53812,41
CTIC1HOF,1948.81896,57
CTIC1HOF,1952.0998,52
CTIC1HOF,1955.38064,53
CTIC1HOF,1958.66148,44
CTIC1HOF,1961.9423199999999,83
CTIC1HOF,1965.22316,53
CTIC1HOF,1968.504,46
CTIC1HOF,1971.78484,78
CTIC1HOF,1975.06568,50
CTIC1HOF,1978.34652,40
CTIC1HOF,1981.62736,37
CTIC1HOF,1984.9082,68
CTIC1HOF,1988.18904,58
CTIC1HOF,1991.4698799999999,59
CTIC1HOF,1994.75072,100
CTIC1HOF,1998.03156,64
CTIC1HOF,2001.3124,68
CTIC1HOF,2004.59324,65
CTIC1HOF,2007.87408,92
CTIC1HOF,2011.15492,61
CTIC1HOF,2014.43576,51
CTIC1HOF,2017.7166,68
CTIC1HOF,2020.99744,66
CTIC1HOF,2024.27828,67
CTIC1HOF,2027.55912,76
CTIC1HOF,2030.83996,105
CTIC1HOF,2034.1208,88
CTIC1HOF,2037.40164,111
CTIC1HOF,2040.68248,115
CTIC1HOF,2043.96332,158
CTIC1HOF,2047.24416,89
CTIC1HOF,2050.525,102
CTIC1HOF,2053.80584,121
CTIC1HOF,2057.08668,72
CTIC1HOF,2060.36752,74
CTIC1HOF,2063.64836,64
CTIC1HOF,2066.9292,107
CTIC1HOF,2070.21004,93
CTIC1HOF,2073.49088,103
CTIC1HOF,2076.77172,131
CTIC1HOF,2080.05256,117
CTIC1HOF,2083.3334,72
CTIC1HOF,2086.61424,91
CTIC1HOF,2089.89508,114
CTIC1HOF,2093.17592,72
CTIC1HOF,2096.45676,71
CTIC1HOF,2099.7376,90
CTIC1HOF,2103.01844,70
CTIC1HOF,2106.29928,58
CTIC1HOF,2109.58012,70
CTIC1HOF,2112.86096,122
CTIC1HOF,2116.1418,95
CTIC1HOF,2119.42264,92
CTIC1HOF,2122.70348,97
CTIC1HOF,2125.98432,141
CTIC1HOF,2129.26516,91
CTIC1HOF,2132.546,95
CTIC1HOF,2135.82684,118
CTIC1HOF,2139.10768,70
CTIC1HOF,2142.38852,67
CTIC1HOF,2145.66936,86
CTIC1HOF,2148.9501999999998,118
CTIC1HOF,2152.23104,93
CTIC1HOF,2155.51188,117
CTIC1HOF,2158.79272,172
CTIC1HOF,2162.07356,138
CTIC1HOF,2165.3544,133
CTIC1HOF,2168.63524,127
CTIC1HOF,2171.91608,140
CTIC1HOF,2175.19692,97
CTIC1HOF,2178.4777599999998,87
CTIC1HOF,2181.7586,114
CTIC1HOF,2185.03944,88
CTIC1HOF,2188.32028,95
CTIC1HOF,2191.60112,97
CTIC1HOF,2194.88196,157
CTIC1HOF,2198.1628,133
CTIC1HOF,2201.44364,135
CTIC1HOF,2204.72448,176
CTIC1HOF,2208.00532,116
CTIC1HOF,2211.28616,108
CTIC1HOF,2214.567,105
CTIC1HOF,2217.84784,108
CTIC1HOF,2221.12868,70
CTIC1HOF,2224.40952,84
CTIC1HOF,2227.69036,83
CTIC1HOF,2230.9712,121
CTIC1HOF,2234.25204,119
CTIC1HOF,2237.53288,114
CTIC1HOF,2240.81372,194
CTIC1HOF,2244.09456,133
CTIC1HOF,2247.3754,132
CTIC1HOF,2250.65624,109
CTIC1HOF,2253.93708,144
CTIC1HOF,2257.21792,97
CTIC1HOF,2260.49876,90
CTIC1HOF,2263.7796,122
CTIC1HOF,2267.06044,90
CTIC1HOF,2270.34128,100
CTIC1HOF,2273.62212,105
CTIC1HOF,2276.90296,139
CTIC1HOF,2280.1838,137
CTIC1HOF,2283.46464,97
CTIC1HOF,2286.74548,72
CTIC1HOF,2290.02632,44
CTIC1HOF,2293.30716,40
CTIC1HOF,2296.588,45
CTIC1HOF,2299.86884,48
CTIC1HOF,2303.14968,28
CTIC1HOF,2306.43052,43
CTIC1HOF,2309.71136,43
CTIC1HOF,2312.9922,60
CTIC1HOF,2316.27304,45
CTIC1HOF,2319.55388,54
CTIC1HOF,2322.83472,66
CTIC1HOF,2326.11556,49
CTIC1HOF,2329.3964,46
CTIC1HOF,2332.67724,44
CTIC1HOF,2335.95808,48
CTIC1HOF,2339.23892,37
CTIC1HOF,2342.51976,32
CTIC1HOF,2345.8006,47
CTIC1HOF,2349.08144,36
CTIC1HOF,2352.36228,30
CTIC1HOF,2355.64312,45
CTIC1HOF,2358.92396,60
CTIC1HOF,2362.2048,48
CTIC1HOF,2365.48564,48
CTIC1HOF,2368.76648,58
CTIC1HOF,2372.04732,47
CTIC1HOF,2375.32816,34
CTIC1HOF,2378.609,34
CTIC1HOF,2381.88984,51
CTIC1HOF,2385.17068,46
CTIC1HOF,2388.45152,39
CTIC1HOF,2391.73236,77
